twitter_id,label,__split
989201882093703173,satire,test
990786150653681665,non-satire,train
990786145066930176,non-satire,train
990742295334047744,non-satire,train
990707295762907136,non-satire,train
990699745793400833,non-satire,test
990689679031713793,non-satire,test
990672063089205250,non-satire,val
990667031417585664,satire,train
990650289026945024,non-satire,test
990641794269483009,satire,train
990636840578236417,non-satire,val
990625548912267264,non-satire,train
990620473217044480,non-satire,val
990610407323615232,non-satire,train
990606728843624449,satire,train
990595308873797634,non-satire,train
990592793117708288,non-satire,val
991263758352822273,satire,test
991261923768401921,satire,train
991261043950325761,satire,train
991259871629758465,satire,train
991256163017609218,satire,test
991254665462509568,non-satire,train
991240572567465984,satire,train
991239950418006016,non-satire,val
991237389803773952,non-satire,test
991219293378531328,satire,test
991206888531472384,non-satire,test
991105306427056129,non-satire,train
991078528530763776,non-satire,train
991062134208507904,non-satire,val
991059622067752960,non-satire,val
991047034705620993,non-satire,train
991046339780861953,satire,train
991044523424792576,non-satire,val
991044489669160961,satire,train
991041390162345985,non-satire,val
991036466783576066,non-satire,train
991032320974090240,satire,train
991026955813380096,non-satire,train
991011550306734081,non-satire,val
991649782170079233,satire,val
991646740062273537,satire,train
991643105664348160,non-satire,train
991642373083066368,satire,train
991626099921702912,non-satire,train
991621596602425345,non-satire,val
991621386081849344,satire,val
991620944362921984,satire,test
991603720730415105,non-satire,train
991599675630174209,non-satire,train
991599424135671808,satire,test
991599087811284992,satire,train
991591874115850240,satire,train
991588106464841729,satire,train
991587835814785024,satire,train
991583821198835712,non-satire,train
991580552137396224,satire,train
991577374167916545,non-satire,test
991576845643599873,non-satire,val
991574509776879616,non-satire,val
991566032698568704,non-satire,train
991563151861743618,non-satire,train
991558874783277056,satire,train
991542077375827969,non-satire,val
991516023856693248,non-satire,train
991493740391956480,non-satire,val
991471092714885120,non-satire,train
991454565995352064,non-satire,train
991452239549083649,non-satire,test
991437185416089601,non-satire,train
991432083200512000,non-satire,train
991406909663006720,satire,test
991890115562684416,non-satire,test
991886324947972096,non-satire,train
991882556713963520,non-satire,train
991871226674143232,non-satire,train
991867459023114240,non-satire,train
991863676742316032,non-satire,test
991859936631062528,non-satire,val
991856129100713985,non-satire,test
991844830471860224,non-satire,train
991814630501691399,non-satire,val
991794473154891776,non-satire,test
991788184471252992,non-satire,train
991782496458158081,satire,train
991777754348773376,satire,train
991771250673569792,satire,val
991769651599347713,satire,train
991767017526120449,satire,train
991764276967886848,non-satire,train
991751691266613249,non-satire,test
991751585565945857,non-satire,val
991737849694310401,non-satire,val
991733903097585664,satire,val
991729045716029440,non-satire,test
991727795435810817,non-satire,test
991725589039022080,non-satire,train
991722751827292160,non-satire,train
991720570919243781,satire,val
992781971829985280,non-satire,test
992758685540802561,non-satire,test
992747748742041601,non-satire,test
992746859327258625,satire,train
992737886612152320,satire,train
992736968529317888,satire,train
992735665203924992,satire,test
992732907826540544,non-satire,test
992730404183592960,non-satire,train
992727881494212609,non-satire,train
992721822788571136,satire,train
992720562668654592,satire,train
992718741766135813,non-satire,train
992712180868026369,non-satire,train
992709939415023616,satire,train
992707778476236806,satire,val
992707301348868096,satire,train
992689112552542209,non-satire,train
992681569184833536,non-satire,train
992680865863028736,satire,train
992679266256080896,satire,train
992679228524122112,non-satire,train
992673001593241600,satire,train
992666465269673985,non-satire,test
992614888496300037,non-satire,train
992612257350803456,non-satire,train
992598855945457667,non-satire,val
992579333737861120,non-satire,train
992568674543374336,non-satire,test
992545667963813890,non-satire,val
993369883617394688,non-satire,val
993236473162977281,non-satire,train
993231452207804416,non-satire,test
993226217389281283,non-satire,test
993219804180963329,non-satire,train
993218556711129099,satire,test
993212565890240512,non-satire,train
993205255323209728,satire,test
993202925152489472,satire,val
993182885095116800,non-satire,train
993176075944460288,non-satire,train
993173548817498113,satire,test
993164748962312193,non-satire,train
993162237341786115,non-satire,train
993158446764605441,satire,train
993143370305429506,satire,train
993143352089632768,satire,test
993675618662408192,non-satire,train
993652247870484483,non-satire,train
993630320888082433,non-satire,train
993587924754198528,satire,test
993586375290249216,satire,val
993583799660408833,satire,train
993583189418536960,satire,train
993562359456202752,satire,val
993557597579022336,satire,test
993557283215958022,satire,train
993551077067849728,non-satire,train
993550536304623616,satire,train
993545354909011969,satire,train
994160210108387329,non-satire,val
994157284698873857,satire,train
994153833105326083,satire,train
994152617805828098,non-satire,test
994146071378120704,satire,test
994140081085665285,satire,train
994127068156874752,satire,train
994126746810187776,non-satire,train
994125665321484288,satire,train
994118786616889344,satire,train
994117516032032768,non-satire,train
994117264461844482,satire,train
994116997649764352,satire,train
994060653957668866,non-satire,train
994004236634607617,non-satire,train
993983954846928896,satire,train
993962007769567233,satire,val
993941629080952835,satire,train
993941087684300800,satire,test
993936666111901696,satire,test
993934909642244096,satire,train
993934432728965122,satire,train
993934077265895425,satire,train
993929459685363714,satire,val
993924141794430978,satire,val
994460405677338624,satire,train
994435672122576896,satire,train
994419934556979201,non-satire,val
994362645636702208,non-satire,train
994323624583548928,non-satire,train
994321111528693761,non-satire,train
994313558048559104,non-satire,train
994312199006015489,satire,train
994311041579343873,non-satire,val
994306668728025088,satire,train
994302302348611584,satire,train
994278326691770368,non-satire,test
994275813741793285,satire,test
994275320684580875,satire,test
994263226945851392,non-satire,train
994235378512089088,non-satire,val
994479491832524800,satire,val
994471957826555904,satire,test
994469592708861953,satire,train
994887947265740800,satire,test
994887087760560129,non-satire,test
994874702236659712,satire,test
994871735844392960,non-satire,train
994869874295033857,non-satire,train
994869275704942593,satire,val
994864548640378880,non-satire,train
994855572737490944,non-satire,val
994852610661408768,non-satire,test
994846550605123584,satire,train
994823423611240449,non-satire,val
994810607403720704,satire,train
994808056180506624,satire,val
994785431832223744,non-satire,train
994724135547924485,non-satire,train
994717363542118400,non-satire,val
994693632157503489,non-satire,train
994688529585311745,non-satire,val
994680978948812800,non-satire,test
994678994858586113,satire,train
994675160534876160,satire,train
994670786526023680,satire,train
994669638784077824,satire,train
994667572024012800,satire,test
994666499402059776,satire,val
994654460721942529,non-satire,val
994653303769268224,non-satire,val
994653294525116417,non-satire,train
994653291899482113,non-satire,val
994647131691642881,non-satire,test
995244467086077954,satire,test
995227656651264002,non-satire,train
995213860033499136,non-satire,train
995203958049304576,non-satire,test
995148792616939522,non-satire,val
995137762897653761,non-satire,train
995130737979469829,non-satire,train
995077144035446784,non-satire,val
995058466392756225,non-satire,val
995045891131064320,non-satire,train
995033246864986112,satire,train
995022227979554818,non-satire,val
995017194542063616,non-satire,val
995015433056071680,non-satire,train
995012917710991360,non-satire,train
995012662932230146,non-satire,train
995011100553990144,satire,train
995008635741798403,satire,test
995006249371602951,satire,val
995005366793453568,non-satire,test
995002850530004992,non-satire,train
995000117106266118,satire,train
994999395098791936,satire,train
994996894765076480,satire,train
994992543740891136,satire,train
994990267106082816,non-satire,train
994972915845054466,satire,val
994971688042409984,satire,train
994970065501020160,satire,val
995582167152447488,non-satire,train
995572012620898304,non-satire,train
995560169613545473,non-satire,val
995549652752764928,non-satire,train
995517845156126721,non-satire,train
995489891063619584,non-satire,train
995487554743959552,non-satire,val
995476424701038592,non-satire,train
995472457447477248,non-satire,train
995463028303912965,non-satire,train
995450193276436480,non-satire,train
995440654741393409,non-satire,train
995436360482869248,satire,test
995435960233086977,satire,val
995435590161256448,satire,test
995435323315445762,satire,train
995435264255451137,satire,train
995435099377340421,satire,train
995434973548240896,satire,val
995432728949673984,satire,val
995432295447302144,satire,train
995431826608017408,satire,train
995430325466607617,satire,test
995429939305418752,satire,train
995427861514326016,satire,val
995425294298370048,satire,test
995424744953581569,satire,test
995422973443084291,satire,train
995421964369104903,satire,train
995421475325825030,satire,train
995420352657461248,satire,val
995420225792348162,satire,train
995418375256977408,satire,val
995418073778851840,satire,train
995417265125384192,satire,test
995416049725079552,satire,train
995415220209246220,satire,train
995413848218832897,satire,test
995413807152451591,satire,val
995412998532591616,satire,val
995412446251757569,satire,train
995412178353172480,satire,train
995411642035900417,satire,test
995411121053011971,satire,train
995410529370935296,satire,train
995410098058035205,satire,test
995409517319020545,satire,train
995407105875202055,satire,train
995406444395749377,satire,val
995406220721885184,satire,train
995406144930832384,satire,test
995405357286658052,satire,test
995404777424027648,satire,val
995404123397935104,satire,val
995403970414817280,satire,train
995403535771750400,satire,val
995403431358750721,satire,test
995403340782632966,satire,train
995403232104067072,satire,train
995403052696907777,satire,train
995402972740890624,satire,test
995402672160288773,satire,train
995401067998466048,satire,train
995401008007311360,satire,train
995400912393920513,satire,train
995400281956511744,satire,train
995400142424592389,satire,train
995399662902431744,satire,train
995398923404668929,satire,train
995398842555207680,satire,train
995398600455868417,satire,train
995398204895084544,non-satire,train
995398149798813696,satire,test
995396843344400384,satire,train
995396716944920576,satire,train
995396539118964736,satire,train
995396362144493568,satire,train
995395991665815553,satire,train
995395499254534144,satire,val
995395217514692608,satire,train
995395193812725762,satire,test
995394027280355328,satire,train
995393962100871169,satire,train
995393513356496897,satire,test
995392939487580161,satire,train
995392843349979136,satire,val
995392811393519617,satire,train
995391838168154113,satire,train
995391740487094273,satire,test
995391652456955911,satire,train
995391313746055169,satire,train
995389791310147584,satire,train
995389260193849344,satire,val
995388604045316097,satire,train
995388233633714176,satire,test
995388056629805060,satire,train
995388016217780225,satire,train
995386916899082240,satire,test
995908776980090880,non-satire,train
995907438619582465,satire,train
995891480597291008,non-satire,test
995836060407074817,non-satire,train
995820333176410112,non-satire,val
995818932287262720,non-satire,train
995799216051060736,non-satire,test
995795747625988096,non-satire,train
995772676005298176,non-satire,train
995766380946378752,non-satire,train
995758831232679936,non-satire,val
995756813588029440,non-satire,train
995741216007426049,non-satire,val
995731149686214663,non-satire,train
995728632902574081,non-satire,train
995725371503869952,satire,train
995713532812378117,non-satire,train
995688392825491456,non-satire,train
995680138229673984,satire,test
995676198033350656,non-satire,train
995675281162579968,non-satire,train
995668193262948352,satire,val
995665215755780097,non-satire,train
995655251331047424,non-satire,test
995651380437291008,satire,train
996276823184105473,satire,test
996275849291845632,non-satire,val
996271565359800320,satire,val
996269386095906816,non-satire,train
996213853863243776,non-satire,test
996208580859760645,non-satire,test
996198808710205440,non-satire,train
996167033258725377,non-satire,train
996130545984786432,non-satire,val
996128029779865603,non-satire,val
996127391457136641,satire,train
996118273983959041,satire,train
996115945272889344,satire,train
996115940805894144,satire,train
996115447237042181,non-satire,train
996109202132172800,non-satire,train
996102912278441985,non-satire,val
996100349667741696,non-satire,train
996100116892340224,satire,test
996097202731745281,satire,train
996092797412356096,non-satire,train
996087144362991616,satire,train
996082734375292928,non-satire,val
996080310021513217,satire,train
996074928326799360,satire,test
996072054972657664,satire,train
996071867608961024,non-satire,train
996067857346723841,satire,train
996658772927008769,satire,train
996652311425449989,satire,val
996646863783817217,satire,train
996637984517705728,non-satire,train
996632849208967168,non-satire,train
996624377402753024,non-satire,train
996593599298113536,non-satire,train
996574717858459648,non-satire,train
996568859116228608,non-satire,train
996563405057163264,non-satire,train
996555899920683009,non-satire,train
996529425876422656,non-satire,train
996526718633545728,non-satire,train
996508033537671168,non-satire,train
996491080890757120,satire,test
996490323961499649,satire,test
996490113843638272,satire,train
996481029803257856,satire,train
996475842925645824,non-satire,train
996471363601948672,non-satire,train
996463992943063040,non-satire,val
996461439144558593,satire,train
996455203380621312,satire,train
996452671497306113,non-satire,test
996451409838202882,non-satire,train
996446378036473857,non-satire,train
996443937932886017,satire,val
996440882776862721,non-satire,test
997029856205524992,satire,train
997026685454376960,satire,train
997020381788729344,satire,val
997003029642530816,non-satire,train
996999478262542336,non-satire,train
996997654893744129,satire,val
996982405545283584,non-satire,test
996934173721092097,non-satire,train
996922008502984704,non-satire,train
996914461859598336,non-satire,val
996865121145245697,non-satire,val
996854828524556294,satire,train
996850583112962049,satire,train
996812031239053312,satire,train
996770953018388485,satire,train
996767233765511169,satire,val
996765139813785600,satire,train
996763745580978182,satire,test
996751233049415682,satire,train
996747534751141888,satire,train
996738544239546369,satire,test
996714313560752129,satire,train
996708104216678400,satire,val
996694009836920833,satire,train
996693369911955456,satire,val
996693368678879232,satire,test
996693367261159424,satire,val
996693366019588096,satire,train
996693364660756480,satire,val
996693363347861505,satire,train
996693362081193984,satire,train
996693357790449667,satire,train
996693356024684544,satire,train
996693354573254656,satire,val
996693353122205696,satire,test
996691322831597568,satire,train
996682434895908865,satire,train
996676200973176832,satire,train
996666811675545600,satire,val
996660108032700417,satire,test
996421786597249024,satire,train
996416165294559232,satire,train
996385114719481856,satire,train
996376152083181568,satire,train
996369497677357057,satire,test
996345706213527552,satire,train
996340077059084288,satire,train
996326589406343168,satire,train
996314000341241856,satire,test
996310667459211264,satire,test
996301259132063744,satire,train
996285784767500288,satire,val
996043609379082245,satire,train
996041009804009472,satire,train
996009569510940672,satire,test
995983323955638273,satire,train
995978517702758401,satire,test
995969794007498752,satire,train
995958931238412289,satire,train
995958762866397185,satire,train
995950339634487296,satire,val
995948627892809728,satire,train
995937302143799296,satire,train
995937241074683905,satire,train
995636045478809601,satire,train
995600947014488064,satire,train
995589219350392832,satire,train
995585067375349760,satire,train
997228512703664128,satire,train
997365956786704384,satire,val
997365292257939456,satire,test
997338767781519360,satire,test
997213332779171843,satire,val
997211040877334533,satire,train
997206009755176965,satire,train
997203462210322432,satire,train
997203103182180352,satire,val
997201715408621568,satire,train
997173093394210822,satire,test
997171920922607616,satire,val
997169334576402433,satire,train
997149605522493440,satire,train
997139621803909120,satire,val
997129826556436488,satire,train
997114415013969920,satire,train
997113663960961024,satire,train
997070483437834240,satire,test
997068373962952709,satire,test
997068116298362880,satire,val
997067507117703168,satire,train
997066304694636544,satire,train
997065442723356672,satire,train
997063917196099584,satire,train
997063443000844288,satire,test
997058742955970560,satire,train
997056862473375745,satire,train
997056773789028352,satire,val
997051498788892673,satire,train
997035829817233408,satire,test
997565509083246598,satire,train
997953037229608961,satire,val
998292222192824320,satire,train
998463910901637120,satire,test
998290280578277382,satire,train
998277180076457984,satire,train
998261586493083648,satire,test
998242349661720576,satire,val
998216786536361984,satire,train
998198529695903745,satire,train
998189416647667712,satire,test
998188095483805697,satire,train
998171486249803776,satire,val
998169838504828928,satire,train
998168021452689408,satire,train
998151075432628224,satire,test
998148144201437184,satire,val
998142040855719936,satire,train
998138133312045056,satire,train
998125940814344192,satire,test
998122622662701056,satire,train
998114496425185280,satire,train
998111275258392581,satire,train
997993544337051648,satire,train
997978899266113537,satire,test
997927890762240000,satire,train
997869501130641408,satire,val
997840817665560576,satire,train
997825710868877312,satire,train
997811104255434752,satire,test
997798610422190080,satire,test
997796320680251392,satire,train
997795270472753153,satire,train
997787440730517504,satire,train
997763544258154496,satire,train
997759726388736002,satire,train
997758649597444096,satire,train
997756821577326597,satire,test
997753802425012224,satire,train
997753363696582658,satire,val
997751950308511745,satire,train
997750013303377921,satire,train
997749813499383808,satire,train
997749023359500288,satire,train
997745753278898176,satire,train
997716220882444288,satire,test
997521993607143424,satire,train
997515841246818304,satire,train
997510473380745219,satire,train
997509621316190209,satire,train
997506921828581377,satire,test
997492048235200513,satire,train
997448005321191430,satire,train
997445609903853568,satire,train
997441306493358080,satire,train
997430434714800128,satire,train
997409827050713088,satire,test
997407357150822400,satire,train
997398756726370304,satire,train
997381923751251969,satire,train
998678632720748549,satire,test
998956662068260865,satire,train
998943237342662656,satire,val
998928570700500993,satire,train
998897541893763075,satire,train
998883488437800961,satire,test
998882441837383680,satire,train
998881160079069184,satire,val
998873646738432000,satire,val
998871476047663104,satire,train
998869941817311232,satire,train
998868323105460224,satire,val
998868164447531008,satire,train
998843494243471360,satire,train
998843407127732224,satire,test
998835857485426688,satire,val
998832454415847424,satire,val
998814785855721472,satire,test
998813758859464704,satire,val
998810542931349504,satire,train
998805538707255296,satire,train
998662209940094978,satire,train
998661349000531969,satire,val
998652679546200064,satire,val
998639563546361857,satire,train
998591087659945984,satire,train
998589194112065536,satire,train
998584177967685632,satire,train
998544532059848704,satire,test
998530930661842945,satire,train
998529981901832192,satire,train
998520029099511808,satire,test
998495758746779648,satire,test
998481501418414081,satire,train
998480488623955968,satire,train
998473279571660800,satire,train
999169147471790080,satire,val
999026663223693312,satire,val
999026263644889093,satire,val
999013933150363649,satire,train
999013751901839361,satire,val
999005962412478465,satire,train
999577245055422464,satire,val
999561963926630400,satire,val
999559716014608384,satire,train
999553587993772032,satire,test
999546882144817152,satire,val
999381620917489664,satire,test
999380929461268480,satire,train
999379360263098368,satire,train
999378617011490821,satire,train
999374331288440832,satire,train
999329347977859072,satire,test
999327280739573760,satire,train
999316881671671808,satire,val
999307768707321856,satire,test
999304087714885632,satire,val
999278270641262592,satire,train
999270501922033664,satire,train
999259914857009152,satire,train
999249838503006208,satire,train
999247588825161728,satire,test
999230726628429824,satire,train
